descripcion,palabras,verbos,sustantivos,adjetivos,diversidad,perplexity,tiene_verbo,tiene_root,dependencias
+2 Mult per consecutive hand played,6,1,1,1,1.0,118.90782314061991,True,True,"Counter({'dep': 1, 'nsubj': 1, 'prep': 1, 'amod': 1, 'pobj': 1, 'ROOT': 1})"
Played Aces give +20 Chips and +4 Mult,8,1,1,0,1.0,115.34401593880543,True,True,"Counter({'compound': 3, 'nsubj': 1, 'ROOT': 1, 'dobj': 1, 'cc': 1, 'conj': 1})"
+50 Chips when scored,4,2,0,0,1.0,86.65434082355439,True,True,"Counter({'ROOT': 1, 'dobj': 1, 'advmod': 1, 'advcl': 1})"
+5 hand size,3,0,2,1,1.0,140.82847258600353,False,True,"Counter({'amod': 1, 'compound': 1, 'ROOT': 1})"
Gains 3 of sell value of all other owned Jokers to Mult,12,1,3,1,0.9166666666666666,138.96297418577498,True,True,"Counter({'prep': 3, 'pobj': 3, 'amod': 2, 'ROOT': 1, 'nummod': 1, 'compound': 1, 'det': 1})"
All cards are considered face cards become Gold cards earn 4 when scored,13,4,4,1,0.8461538461538461,124.00812577440115,True,True,"Counter({'compound': 2, 'nsubj': 2, 'det': 1, 'nsubjpass': 1, 'auxpass': 1, 'ROOT': 1, 'ccomp': 1, 'conj': 1, 'dobj': 1, 'advmod': 1, 'advcl': 1})"
This Joker gains X1 Mult when 0 discards remaining,9,2,1,0,1.0,76.6368352871873,True,True,"Counter({'det': 2, 'nsubj': 1, 'ROOT': 1, 'dobj': 1, 'advmod': 1, 'nummod': 1, 'advcl': 1, 'acl': 1})"
+2 Chips for every Glass Card that is destroyed,9,1,2,0,1.0,127.61965702721126,True,True,"Counter({'compound': 2, 'ROOT': 1, 'prep': 1, 'det': 1, 'pobj': 1, 'nsubjpass': 1, 'auxpass': 1, 'relcl': 1})"
This Joker gains +3 Chips per discarded suit card suit changes at end of round per unique Planet card is used,21,3,8,1,0.8571428571428571,95.36248679312051,True,True,"Counter({'compound': 5, 'prep': 4, 'pobj': 4, 'amod': 2, 'det': 1, 'nsubj': 1, 'nsubjpass': 1, 'dobj': 1, 'auxpass': 1, 'ROOT': 1})"
X3 Mult if played hand has already been played this round,11,2,2,0,0.9090909090909091,69.93133014566715,True,True,"Counter({'compound': 1, 'npadvmod': 1, 'mark': 1, 'amod': 1, 'nsubjpass': 1, 'aux': 1, 'advmod': 1, 'auxpass': 1, 'ROOT': 1, 'det': 1, 'oprd': 1})"
This Joker gains +3 Chips per discarded suit card suit changes every round,13,3,4,0,0.9230769230769231,86.45175314373236,True,True,"Counter({'compound': 3, 'det': 2, 'nsubj': 2, 'ROOT': 1, 'prep': 1, 'amod': 1, 'pobj': 1, 'ccomp': 1, 'dobj': 1})"
Create a Tarot card when Blind is selected create 2 Common Jokers,12,3,1,0,0.9166666666666666,102.50042873824341,True,True,"Counter({'compound': 2, 'dobj': 2, 'ROOT': 1, 'det': 1, 'advmod': 1, 'nsubjpass': 1, 'auxpass': 1, 'advcl': 1, 'conj': 1, 'nummod': 1})"
Played Aces give +20 Chips and +4 Mult for every 5 you have at least 16 Enhanced cards in your full deck,22,3,3,1,1.0,107.83156923432485,True,True,"Counter({'compound': 3, 'nsubj': 2, 'dobj': 2, 'prep': 2, 'pobj': 2, 'advmod': 2, 'amod': 2, 'ROOT': 1, 'cc': 1, 'conj': 1, 'det': 1, 'relcl': 1, 'nummod': 1, 'poss': 1})"
Retrigger all cards played for the next 10 hands,9,2,2,1,1.0,126.90510808520199,True,True,"Counter({'det': 2, 'ROOT': 1, 'dobj': 1, 'acl': 1, 'prep': 1, 'amod': 1, 'nummod': 1, 'pobj': 1})"
1 in 4 chance to create a Tarot card when Blind is selected gain X0.5 Mult for each discarded rank rank changes every round,24,3,8,0,0.9583333333333334,102.11864737906879,True,True,"Counter({'compound': 5, 'det': 3, 'prep': 2, 'pobj': 2, 'oprd': 2, 'ROOT': 1, 'nummod': 1, 'aux': 1, 'acl': 1, 'dobj': 1, 'advmod': 1, 'nsubjpass': 1, 'auxpass': 1, 'advcl': 1, 'amod': 1})"
Retrigger all card held in hand has exactly 4 cards,10,3,3,0,1.0,104.61257185191197,True,True,"Counter({'dobj': 2, 'nsubj': 1, 'det': 1, 'acl': 1, 'prep': 1, 'pobj': 1, 'ROOT': 1, 'advmod': 1, 'nummod': 1})"
When round begins add a permanent copy to deck and draw it to hand,14,5,1,2,0.9285714285714286,144.29684921213573,True,True,"Counter({'advcl': 3, 'dobj': 2, 'aux': 2, 'advmod': 1, 'nsubj': 1, 'ROOT': 1, 'det': 1, 'amod': 1, 'cc': 1, 'conj': 1})"
Creates a Negative copy of 1 random consumable card in deck,11,1,3,3,1.0,156.21774391295858,True,True,"Counter({'amod': 3, 'prep': 2, 'pobj': 2, 'ROOT': 1, 'det': 1, 'dobj': 1, 'nummod': 1})"
This Joker gains +1 Mult per card discarded,8,2,1,0,1.0,71.75531216394242,True,True,"Counter({'compound': 2, 'det': 1, 'nsubj': 1, 'appos': 1, 'prep': 1, 'pobj': 1, 'ROOT': 1})"
+15 Mult 1 in 4 chance for played cards with Diamond suit icon Spades or Club suit give +3 Mult when scored,22,3,6,0,0.9090909090909091,96.4979796576701,True,True,"Counter({'compound': 6, 'prep': 3, 'pobj': 3, 'nummod': 2, 'nsubj': 1, 'amod': 1, 'cc': 1, 'conj': 1, 'ROOT': 1, 'dobj': 1, 'advmod': 1, 'advcl': 1})"
+20 Mult 4 Mult per round,6,0,2,0,0.8333333333333334,143.14755394148835,False,True,"Counter({'nmod': 2, 'nummod': 1, 'ROOT': 1, 'prep': 1, 'pobj': 1})"
X0.25 Mult every time a Lucky card successfully triggers,9,1,2,1,1.0,131.87207755866282,True,True,"Counter({'det': 2, 'compound': 1, 'ROOT': 1, 'npadvmod': 1, 'amod': 1, 'nsubj': 1, 'advmod': 1, 'relcl': 1})"
Hearts and Diamonds counts as the same time,8,0,3,1,1.0,151.09199852688212,False,True,"Counter({'nsubj': 1, 'cc': 1, 'conj': 1, 'ROOT': 1, 'prep': 1, 'det': 1, 'amod': 1, 'pobj': 1})"
Earn 4 at end of round,6,0,3,0,1.0,58.214478220884736,False,True,"Counter({'prep': 2, 'pobj': 2, 'ROOT': 1, 'nummod': 1})"
Each played rank of suit gives X2 Mult loses X0.01 Mult per card discarded,14,4,3,0,0.9285714285714286,130.21219303332322,True,True,"Counter({'prep': 2, 'pobj': 2, 'compound': 2, 'dobj': 2, 'det': 1, 'amod': 1, 'nsubj': 1, 'ROOT': 1, 'ccomp': 1, 'conj': 1})"
This Joker gains +8 Chips when scored,7,2,0,0,1.0,47.711434214721315,True,True,"Counter({'compound': 2, 'det': 1, 'ROOT': 1, 'dobj': 1, 'advmod': 1, 'advcl': 1})"
Retrigger all cards played for the next 10 hands,9,2,2,1,1.0,126.90510808520199,True,True,"Counter({'det': 2, 'ROOT': 1, 'dobj': 1, 'acl': 1, 'prep': 1, 'amod': 1, 'nummod': 1, 'pobj': 1})"
Each played 10 or 4 gives +10 Chips and +4 Mult for each Stone Card in your full deck,19,2,2,1,0.9473684210526315,104.69935676543032,True,True,"Counter({'conj': 3, 'compound': 3, 'dobj': 2, 'cc': 2, 'pobj': 2, 'nsubj': 1, 'ROOT': 1, 'dative': 1, 'det': 1, 'prep': 1, 'poss': 1, 'amod': 1})"
X3 Mult if played hand triggers the Boss Blind is selected destroy Joker to the deck when Blind is defeated,20,5,2,0,0.85,88.46246974688263,True,True,"Counter({'compound': 2, 'advcl': 2, 'dobj': 2, 'det': 2, 'nsubjpass': 2, 'auxpass': 2, 'ccomp': 2, 'npadvmod': 1, 'mark': 1, 'ROOT': 1, 'prep': 1, 'pobj': 1, 'advmod': 1})"
